bookname,n,k,m,count1,count2,count3,user,sys,real
madame-bovary,112972,4,1000,1796279,16868,1096,52.0,0.0,54.0
madame-bovary,112972,4,10000,1796279,168675,10321,56.0,0.0,59.0
madame-bovary,112972,4,100000,1796279,1686265,103580,132.0,4.0,141.0
madame-bovary,112972,4,500000,1796279,299072,19044,68.0,0.0,70.0
madame-bovary,112972,5,1000,1796279,16856,1001,48.0,0.0,51.0
madame-bovary,112972,5,10000,1796279,168650,10033,56.0,0.0,61.0
madame-bovary,112972,5,100000,1796279,161443,9803,60.0,0.0,64.0
madame-bovary,112972,5,500000,1796279,1038269,62278,108.0,0.0,114.0
madame-bovary,112972,6,1000,1796279,16856,1000,48.0,0.0,52.0
madame-bovary,112972,6,10000,1796279,168669,10010,60.0,0.0,64.0
madame-bovary,112972,6,100000,1796279,227717,13787,60.0,0.0,64.0
madame-bovary,112972,6,500000,1796279,933115,55502,104.0,0.0,110.0
madame-bovary,112972,7,1000,1796279,16856,1000,48.0,0.0,51.0
madame-bovary,112972,7,10000,1796279,168693,10000,60.0,0.0,63.0
madame-bovary,112972,7,100000,1796279,1241714,73694,124.0,0.0,129.0
madame-bovary,112972,7,500000,1796279,386896,22987,68.0,0.0,73.0
zadig,26046,2,1000,349642,14727,4346,8.0,0.0,12.0
zadig,26046,2,10000,349642,11453,2601,12.0,0.0,15.0
zadig,26046,2,100000,349642,97730,27851,12.0,0.0,16.0
zadig,26046,2,500000,349642,434046,118557,32.0,0.0,35.0
zadig,26046,3,1000,349639,14742,1092,12.0,0.0,16.0
zadig,26046,3,10000,349639,71176,5338,12.0,0.0,17.0
zadig,26046,3,100000,349639,221367,16542,20.0,0.0,22.0
zadig,26046,3,500000,349639,57115,4316,16.0,0.0,18.0
zadig,26046,4,1000,349638,14735,1004,8.0,0.0,12.0
zadig,26046,4,10000,349638,42489,2922,12.0,0.0,14.0
zadig,26046,4,100000,349638,317753,21911,28.0,0.0,34.0
zadig,26046,4,500000,349638,628658,43275,40.0,0.0,44.0
zadig,26046,5,1000,349638,14735,1001,8.0,0.0,11.0
zadig,26046,5,10000,349638,42154,2870,12.0,0.0,15.0
zadig,26046,5,100000,349638,39583,2695,16.0,0.0,22.0
zadig,26046,5,500000,349638,1024045,69782,60.0,0.0,69.0
zadig,26046,6,1000,349638,14735,1000,8.0,0.0,14.0
zadig,26046,6,10000,349638,97809,6641,12.0,0.0,17.0
zadig,26046,6,100000,349638,91031,6180,12.0,0.0,17.0
zadig,26046,6,500000,349638,84253,5719,16.0,0.0,19.0
zadig,26046,7,1000,349638,14735,1000,8.0,0.0,12.0
zadig,26046,7,10000,349638,147463,10010,16.0,0.0,19.0
zadig,26046,7,100000,349638,91016,6176,16.0,0.0,22.0
zadig,26046,7,500000,349638,91016,6176,16.0,0.0,20.0
don-quixote,404461,2,1000,7024485,18719,69628,236.0,8.0,248.0
don-quixote,404461,2,10000,7024485,187084,722744,208.0,0.0,212.0
don-quixote,404461,2,100000,7024485,1871083,7316063,448.0,8.0,469.0
don-quixote,404461,2,500000,7024485,425151,1666392,236.0,4.0,243.0
don-quixote,404461,3,1000,7024519,18712,3445,196.0,0.0,200.0
don-quixote,404461,3,10000,7024519,187011,34582,200.0,4.0,206.0
don-quixote,404461,3,100000,7024519,113662,20259,204.0,0.0,206.0
don-quixote,404461,3,500000,7024519,3145883,560677,388.0,4.0,405.0
don-quixote,404461,4,1000,7024518,18710,1258,188.0,4.0,195.0
don-quixote,404461,4,10000,7024518,187045,12784,212.0,0.0,216.0
don-quixote,404461,4,100000,7024518,1870591,129412,300.0,8.0,316.0
don-quixote,404461,4,500000,7024518,205804,14468,208.0,0.0,212.0
don-quixote,404461,5,1000,7024519,18688,1050,192.0,0.0,194.0
don-quixote,404461,5,10000,7024519,187086,10414,208.0,0.0,213.0
don-quixote,404461,5,100000,7024519,1870275,105003,312.0,4.0,323.0
don-quixote,404461,5,500000,7024519,9352023,528128,768.0,12.0,805.0
don-quixote,404461,6,1000,7024520,18698,1003,192.0,0.0,196.0
don-quixote,404461,6,10000,7024520,187027,10125,208.0,0.0,211.0
don-quixote,404461,6,100000,7024520,1408418,76313,284.0,4.0,295.0
don-quixote,404461,6,500000,7024520,9352392,508036,788.0,8.0,835.0
don-quixote,404461,7,1000,7024521,18698,1002,192.0,0.0,196.0
don-quixote,404461,7,10000,7024521,187017,10089,212.0,0.0,215.0
don-quixote,404461,7,100000,7024521,1870494,101143,320.0,0.0,328.0
don-quixote,404461,7,500000,7024521,3309357,178282,408.0,0.0,420.0
madame-bovary,112972,2,1000,1796267,16857,12592,48.0,0.0,51.0
madame-bovary,112972,2,10000,1796267,168590,128130,60.0,0.0,63.0
madame-bovary,112972,2,100000,1796267,461829,309192,76.0,0.0,79.0
madame-bovary,112972,2,500000,1796267,3389603,2529544,256.0,0.0,269.0
madame-bovary,112972,3,1000,1796277,16859,1220,52.0,0.0,54.0
madame-bovary,112972,3,10000,1796277,168709,12816,56.0,0.0,60.0
madame-bovary,112972,3,100000,1796277,371013,29386,76.0,0.0,78.0
madame-bovary,112972,3,500000,1796277,188299,14516,56.0,0.0,61.0
madame-bovary,112972,4,1000,1796279,16868,1096,48.0,4.0,56.0
madame-bovary,112972,4,10000,1796279,168675,10321,56.0,0.0,61.0
madame-bovary,112972,4,100000,1796279,1686265,103580,128.0,4.0,143.0
madame-bovary,112972,4,500000,1796279,299072,19044,64.0,0.0,67.0
madame-bovary,112972,5,1000,1796279,16856,1001,52.0,0.0,55.0
madame-bovary,112972,5,10000,1796279,168650,10033,64.0,0.0,66.0
madame-bovary,112972,5,100000,1796279,161443,9803,60.0,0.0,62.0
madame-bovary,112972,5,500000,1796279,1038269,62278,104.0,0.0,112.0
madame-bovary,112972,6,1000,1796279,16856,1000,56.0,0.0,57.0
madame-bovary,112972,6,10000,1796279,168669,10010,60.0,0.0,64.0
madame-bovary,112972,6,100000,1796279,227717,13787,56.0,8.0,69.0
madame-bovary,112972,6,500000,1796279,933115,55502,104.0,0.0,107.0
madame-bovary,112972,7,1000,1796279,16856,1000,48.0,4.0,53.0
madame-bovary,112972,7,10000,1796279,168693,10000,60.0,0.0,61.0
madame-bovary,112972,7,100000,1796279,1241714,73694,120.0,0.0,126.0
madame-bovary,112972,7,500000,1796279,386896,22987,76.0,0.0,80.0
zadig,26046,2,1000,349642,14727,4346,12.0,0.0,13.0
zadig,26046,2,10000,349642,11453,2601,8.0,4.0,14.0
zadig,26046,2,100000,349642,97730,27851,12.0,0.0,16.0
zadig,26046,2,500000,349642,434046,118557,28.0,0.0,32.0
zadig,26046,3,1000,349639,14742,1092,8.0,0.0,12.0
zadig,26046,3,10000,349639,71176,5338,12.0,0.0,17.0
zadig,26046,3,100000,349639,221367,16542,24.0,0.0,26.0
zadig,26046,3,500000,349639,57115,4316,12.0,0.0,14.0
zadig,26046,4,1000,349638,14735,1004,8.0,0.0,12.0
zadig,26046,4,10000,349638,42489,2922,12.0,0.0,15.0
zadig,26046,4,100000,349638,317753,21911,24.0,4.0,30.0
zadig,26046,4,500000,349638,628658,43275,44.0,0.0,47.0
zadig,26046,5,1000,349638,14735,1001,12.0,0.0,13.0
zadig,26046,5,10000,349638,42154,2870,12.0,0.0,15.0
zadig,26046,5,100000,349638,39583,2695,12.0,0.0,15.0
zadig,26046,5,500000,349638,1024045,69782,60.0,0.0,66.0
zadig,26046,6,1000,349638,14735,1000,8.0,0.0,12.0
zadig,26046,6,10000,349638,97809,6641,12.0,4.0,18.0
zadig,26046,6,100000,349638,91031,6180,16.0,0.0,20.0
zadig,26046,6,500000,349638,84253,5719,12.0,0.0,16.0
zadig,26046,7,1000,349638,14735,1000,8.0,0.0,12.0
zadig,26046,7,10000,349638,147463,10010,20.0,0.0,23.0
zadig,26046,7,100000,349638,91016,6176,16.0,0.0,20.0
zadig,26046,7,500000,349638,91016,6176,12.0,0.0,16.0
don-quixote,404461,2,1000,7024485,18719,69628,176.0,4.0,182.0
don-quixote,404461,2,10000,7024485,187084,722744,212.0,0.0,216.0
don-quixote,404461,2,100000,7024485,1871083,7316063,456.0,0.0,466.0
don-quixote,404461,2,500000,7024485,425151,1666392,268.0,4.0,278.0
don-quixote,404461,3,1000,7024519,18712,3445,192.0,0.0,194.0
don-quixote,404461,3,10000,7024519,187011,34582,208.0,0.0,211.0
don-quixote,404461,3,100000,7024519,113662,20259,200.0,0.0,201.0
don-quixote,404461,3,500000,7024519,3145883,560677,388.0,0.0,401.0
don-quixote,404461,4,1000,7024518,18710,1258,200.0,0.0,203.0
don-quixote,404461,4,10000,7024518,187117,13498,204.0,4.0,213.0
don-quixote,404461,4,100000,7024518,1870591,129412,308.0,0.0,317.0
don-quixote,404461,4,500000,7024518,205804,14468,204.0,0.0,209.0
don-quixote,404461,5,1000,7024519,18688,1050,192.0,0.0,196.0
don-quixote,404461,5,10000,7024519,187086,10414,208.0,0.0,213.0
don-quixote,404461,5,100000,7024519,1870275,105003,308.0,8.0,323.0
don-quixote,404461,5,500000,7024519,1405912,78807,268.0,12.0,286.0
don-quixote,404461,6,1000,7024520,18698,1003,192.0,0.0,196.0
don-quixote,404461,6,10000,7024520,187027,10125,204.0,0.0,208.0
don-quixote,404461,6,100000,7024520,1408418,76313,288.0,0.0,295.0
don-quixote,404461,6,500000,7024520,512202,27745,228.0,8.0,239.0
don-quixote,404461,7,1000,7024521,18698,1002,196.0,4.0,201.0
don-quixote,404461,7,10000,7024521,187017,10089,200.0,4.0,208.0
don-quixote,404461,7,100000,7024521,1870363,101053,316.0,0.0,322.0
don-quixote,404461,7,500000,7024521,3309357,178282,416.0,0.0,432.0
madame-bovary,112972,2,1000,1796267,16857,12592,48.0,0.0,50.0
madame-bovary,112972,2,10000,1796267,168590,128130,48.0,8.0,59.0
madame-bovary,112972,2,100000,1796267,461829,309192,76.0,4.0,85.0
madame-bovary,112972,2,500000,1796267,3389603,2529544,252.0,0.0,269.0
madame-bovary,112972,3,1000,1796277,16859,1220,48.0,0.0,51.0
madame-bovary,112972,3,10000,1796277,168709,12816,56.0,0.0,59.0
madame-bovary,112972,3,100000,1796277,371013,29386,68.0,0.0,72.0
madame-bovary,112972,3,500000,1796277,188299,14516,60.0,0.0,63.0
madame-bovary,112972,4,1000,1796279,16868,1096,48.0,0.0,51.0
madame-bovary,112972,4,10000,1796279,168675,10321,56.0,0.0,59.0
madame-bovary,112972,4,100000,1796279,1686229,103370,132.0,0.0,141.0
madame-bovary,112972,4,500000,1796279,299072,19044,64.0,0.0,66.0
madame-bovary,112972,5,1000,1796279,16856,1001,52.0,0.0,54.0
madame-bovary,112972,5,10000,1796279,168627,10028,60.0,0.0,63.0
madame-bovary,112972,5,100000,1796279,161443,9803,56.0,0.0,59.0
madame-bovary,112972,5,500000,1796279,1038269,62278,104.0,0.0,111.0
madame-bovary,112972,6,1000,1796279,16856,1000,48.0,0.0,51.0
madame-bovary,112972,6,10000,1796279,168669,10010,56.0,0.0,61.0
madame-bovary,112972,6,100000,1796279,227717,13787,56.0,4.0,64.0
madame-bovary,112972,6,500000,1796279,933115,55502,108.0,0.0,114.0
madame-bovary,112972,7,1000,1796279,16856,1000,52.0,0.0,54.0
madame-bovary,112972,7,10000,1796279,168693,10000,56.0,0.0,60.0
madame-bovary,112972,7,100000,1796279,1241714,73694,116.0,0.0,126.0
madame-bovary,112972,7,500000,1796279,1015435,60320,108.0,0.0,115.0
zadig,26046,2,1000,349642,14727,4346,12.0,0.0,13.0
zadig,26046,2,10000,349642,11453,2601,8.0,0.0,13.0
zadig,26046,2,100000,349642,97730,27851,16.0,0.0,18.0
zadig,26046,2,500000,349642,434046,118557,28.0,0.0,32.0
zadig,26046,3,1000,349639,14742,1092,8.0,0.0,11.0
zadig,26046,3,10000,349639,71176,5338,12.0,0.0,15.0
zadig,26046,3,100000,349639,221367,16542,16.0,4.0,24.0
zadig,26046,3,500000,349639,57115,4316,8.0,4.0,14.0
zadig,26046,4,1000,349638,14735,1004,8.0,0.0,11.0
zadig,26046,4,10000,349638,42489,2922,12.0,0.0,18.0
zadig,26046,4,100000,349638,317753,21911,28.0,0.0,34.0
zadig,26046,4,500000,349638,628658,43275,40.0,0.0,44.0
zadig,26046,5,1000,349638,14735,1001,12.0,0.0,14.0
zadig,26046,5,10000,349638,42154,2870,12.0,0.0,16.0
zadig,26046,5,100000,349638,39583,2695,12.0,0.0,13.0
zadig,26046,5,500000,349638,1024045,69782,68.0,0.0,75.0
zadig,26046,6,1000,349638,14735,1000,12.0,0.0,15.0
zadig,26046,6,10000,349638,97809,6641,12.0,4.0,21.0
zadig,26046,6,100000,349638,91031,6180,16.0,0.0,18.0
zadig,26046,6,500000,349638,84253,5719,12.0,0.0,17.0
zadig,26046,7,1000,349638,14735,1000,12.0,0.0,14.0
zadig,26046,7,10000,349638,147463,10010,20.0,0.0,25.0
zadig,26046,7,100000,349638,91016,6176,16.0,0.0,18.0
zadig,26046,7,500000,349638,91016,6176,16.0,0.0,19.0
don-quixote,404461,2,1000,7024485,18719,69628,180.0,0.0,181.0
don-quixote,404461,2,10000,7024485,187084,722744,212.0,0.0,215.0
don-quixote,404461,2,100000,7024485,1871391,7278304,456.0,4.0,473.0
don-quixote,404461,2,500000,7024485,425151,1666392,236.0,4.0,243.0
don-quixote,404461,3,1000,7024519,18712,3445,192.0,0.0,195.0
don-quixote,404461,3,10000,7024519,187011,34582,204.0,0.0,205.0
don-quixote,404461,3,100000,7024519,113662,20259,204.0,0.0,208.0
don-quixote,404461,3,500000,7024519,3405979,617096,400.0,4.0,412.0
don-quixote,404461,4,1000,7024518,18681,1273,188.0,12.0,204.0
don-quixote,404461,4,10000,7024518,187117,13498,204.0,0.0,209.0
don-quixote,404461,4,100000,7024518,1870591,129412,308.0,0.0,314.0
don-quixote,404461,4,500000,7024518,205804,14468,212.0,0.0,215.0
don-quixote,404461,5,1000,7024519,18688,1050,196.0,0.0,198.0
don-quixote,404461,5,10000,7024519,187102,10647,200.0,4.0,209.0
don-quixote,404461,5,100000,7024519,1870337,105353,312.0,0.0,324.0
don-quixote,404461,5,500000,7024519,1405912,78807,280.0,0.0,287.0
don-quixote,404461,6,1000,7024520,18698,1003,196.0,0.0,197.0
don-quixote,404461,6,10000,7024520,187027,10125,204.0,0.0,208.0
don-quixote,404461,6,100000,7024520,1870174,101411,300.0,16.0,326.0
don-quixote,404461,6,500000,7024520,512202,27745,228.0,0.0,232.0
don-quixote,404461,7,1000,7024521,18698,1002,196.0,4.0,202.0
don-quixote,404461,7,10000,7024521,187017,10089,204.0,4.0,210.0
don-quixote,404461,7,100000,7024521,1870363,101053,316.0,0.0,323.0
don-quixote,404461,7,500000,7024521,8001917,431061,708.0,8.0,748.0
madame-bovary,112972,2,1000,1796267,16857,12592,48.0,4.0,53.0
madame-bovary,112972,2,10000,1796267,168590,128130,56.0,4.0,62.0
madame-bovary,112972,2,100000,1796267,461829,309192,80.0,0.0,83.0
madame-bovary,112972,2,500000,1796267,1341626,986496,132.0,4.0,142.0
madame-bovary,112972,3,1000,1796277,16859,1220,48.0,4.0,54.0
madame-bovary,112972,3,10000,1796277,168709,12816,60.0,0.0,63.0
madame-bovary,112972,3,100000,1796277,1254236,97154,116.0,0.0,124.0
madame-bovary,112972,3,500000,1796277,188299,14516,56.0,4.0,64.0
madame-bovary,112972,4,1000,1796279,16868,1096,56.0,0.0,57.0
madame-bovary,112972,4,10000,1796279,168675,10321,56.0,0.0,60.0
madame-bovary,112972,4,100000,1796279,1686229,103370,140.0,0.0,146.0
madame-bovary,112972,4,500000,1796279,299072,19044,64.0,0.0,67.0
madame-bovary,112972,5,1000,1796279,16856,1001,52.0,0.0,55.0
madame-bovary,112972,5,10000,1796279,168627,10028,60.0,0.0,65.0
madame-bovary,112972,5,100000,1796279,161443,9803,56.0,0.0,59.0
madame-bovary,112972,5,500000,1796279,1038269,62278,104.0,0.0,113.0
madame-bovary,112972,6,1000,1796279,16856,1000,52.0,0.0,54.0
madame-bovary,112972,6,10000,1796279,168669,10010,56.0,0.0,60.0
madame-bovary,112972,6,100000,1796279,227717,13787,56.0,8.0,65.0
madame-bovary,112972,6,500000,1796279,933115,55502,108.0,0.0,111.0
madame-bovary,112972,7,1000,1796279,16856,1000,52.0,0.0,56.0
madame-bovary,112972,7,10000,1796279,168693,10000,60.0,0.0,62.0
madame-bovary,112972,7,100000,1796279,382400,22728,72.0,0.0,78.0
madame-bovary,112972,7,500000,1796279,1015435,60320,108.0,0.0,115.0
zadig,26046,2,1000,349642,14727,4346,8.0,4.0,14.0
zadig,26046,2,10000,349642,11453,2601,8.0,0.0,11.0
zadig,26046,2,100000,349642,97730,27851,20.0,0.0,21.0
zadig,26046,2,500000,349642,434046,118557,36.0,0.0,41.0
zadig,26046,3,1000,349639,14742,1092,8.0,0.0,12.0
zadig,26046,3,10000,349639,71176,5338,12.0,0.0,14.0
zadig,26046,3,100000,349639,221367,16542,16.0,0.0,21.0
zadig,26046,3,500000,349639,57115,4316,12.0,0.0,14.0
zadig,26046,4,1000,349638,14735,1004,8.0,0.0,12.0
zadig,26046,4,10000,349638,42489,2922,8.0,4.0,13.0
zadig,26046,4,100000,349638,317753,21911,24.0,0.0,27.0
zadig,26046,4,500000,349638,628658,43275,40.0,0.0,44.0
zadig,26046,5,1000,349638,14735,1001,12.0,0.0,17.0
zadig,26046,5,10000,349638,42154,2870,12.0,0.0,15.0
zadig,26046,5,100000,349638,39583,2695,12.0,0.0,15.0
zadig,26046,5,500000,349638,1509078,102832,88.0,0.0,96.0
zadig,26046,6,1000,349638,14735,1000,12.0,0.0,15.0
zadig,26046,6,10000,349638,97809,6641,16.0,0.0,21.0
zadig,26046,6,100000,349638,91031,6180,12.0,0.0,16.0
zadig,26046,6,500000,349638,84253,5719,16.0,0.0,21.0
zadig,26046,7,1000,349638,14735,1000,12.0,0.0,14.0
zadig,26046,7,10000,349638,147463,10010,16.0,0.0,21.0
zadig,26046,7,100000,349638,91016,6176,16.0,0.0,18.0
zadig,26046,7,500000,349638,91016,6176,16.0,0.0,24.0
don-quixote,404461,2,1000,7024485,18697,71595,180.0,0.0,184.0
don-quixote,404461,2,10000,7024485,187084,722744,216.0,0.0,218.0
don-quixote,404461,2,100000,7024485,1871391,7278304,452.0,0.0,463.0
don-quixote,404461,2,500000,7024485,6288148,24667897,1088.0,12.0,1126.0
don-quixote,404461,3,1000,7024519,18712,3445,192.0,0.0,196.0
don-quixote,404461,3,10000,7024519,187011,34582,208.0,0.0,213.0
don-quixote,404461,3,100000,7024519,1870090,333868,312.0,0.0,321.0
don-quixote,404461,3,500000,7024519,3405979,617096,404.0,0.0,414.0
don-quixote,404461,4,1000,7024518,18681,1273,192.0,0.0,196.0
don-quixote,404461,4,10000,7024518,187117,13498,204.0,0.0,208.0
don-quixote,404461,4,100000,7024518,1870176,130362,304.0,8.0,319.0
don-quixote,404461,4,500000,7024518,7766962,533886,660.0,4.0,695.0
don-quixote,404461,5,1000,7024519,18693,1075,192.0,0.0,196.0
don-quixote,404461,5,10000,7024519,187102,10647,204.0,0.0,209.0
don-quixote,404461,5,100000,7024519,1870337,105353,316.0,0.0,326.0
don-quixote,404461,5,500000,7024519,1405912,78807,276.0,0.0,283.0
don-quixote,404461,6,1000,7024520,18698,1003,196.0,0.0,198.0
don-quixote,404461,6,10000,7024520,187014,10124,212.0,0.0,215.0
don-quixote,404461,6,100000,7024520,1870174,101411,308.0,4.0,322.0
don-quixote,404461,6,500000,7024520,512202,27745,220.0,8.0,232.0
don-quixote,404461,7,1000,7024521,18698,1002,196.0,4.0,203.0
don-quixote,404461,7,10000,7024521,187016,10046,204.0,0.0,209.0
don-quixote,404461,7,100000,7024521,1870363,101053,316.0,0.0,328.0
don-quixote,404461,7,500000,7024521,4944165,266458,504.0,12.0,539.0
madame-bovary,112972,2,1000,1796267,16857,12592,44.0,4.0,50.0
madame-bovary,112972,2,10000,1796267,168590,128130,56.0,0.0,60.0
madame-bovary,112972,2,100000,1796267,461829,309192,76.0,0.0,78.0
madame-bovary,112972,2,500000,1796267,1341626,986496,120.0,8.0,134.0
madame-bovary,112972,3,1000,1796277,16859,1220,48.0,0.0,52.0
madame-bovary,112972,3,10000,1796277,168709,12816,60.0,0.0,63.0
madame-bovary,112972,3,100000,1796277,1254236,97154,108.0,8.0,122.0
madame-bovary,112972,3,500000,1796277,188299,14516,56.0,0.0,59.0
madame-bovary,112972,4,1000,1796279,16868,1096,52.0,0.0,55.0
madame-bovary,112972,4,10000,1796279,168675,10321,56.0,0.0,60.0
madame-bovary,112972,4,100000,1796279,1686229,103370,132.0,0.0,142.0
madame-bovary,112972,4,500000,1796279,1547082,95730,128.0,0.0,137.0
madame-bovary,112972,5,1000,1796279,16856,1001,48.0,0.0,51.0
madame-bovary,112972,5,10000,1796279,168627,10028,52.0,4.0,61.0
madame-bovary,112972,5,100000,1796279,161443,9803,56.0,0.0,60.0
madame-bovary,112972,5,500000,1796279,1038269,62278,104.0,4.0,112.0
madame-bovary,112972,6,1000,1796279,16856,1000,48.0,0.0,50.0
madame-bovary,112972,6,10000,1796279,168669,10010,56.0,0.0,60.0
madame-bovary,112972,6,100000,1796279,227717,13787,60.0,0.0,64.0
madame-bovary,112972,6,500000,1796279,933115,55502,104.0,0.0,109.0
madame-bovary,112972,7,1000,1796279,16856,1000,48.0,0.0,51.0
madame-bovary,112972,7,10000,1796279,168693,10000,52.0,4.0,60.0
