bookname,n,k,m,count1,count2,count3,user,sys,real
madame-bovary,112972,6,10000,1796279,168685,10016,100.0,0.0,102.0
madame-bovary,112972,6,100000,1796279,1686507,100080,244.0,4.0,257.0
madame-bovary,112972,6,500000,1796279,390708,23323,120.0,0.0,123.0
madame-bovary,112972,7,1000,1796279,16856,1000,80.0,0.0,84.0
madame-bovary,112972,7,10000,1796279,168693,10000,96.0,4.0,102.0
madame-bovary,112972,7,100000,1796279,384488,22829,124.0,0.0,127.0
madame-bovary,112972,7,500000,1796279,755584,44872,156.0,4.0,163.0
zadig,26046,2,1000,349642,14748,3893,16.0,0.0,20.0
zadig,26046,2,10000,349642,147357,38043,24.0,4.0,30.0
zadig,26046,2,100000,349642,285034,79668,36.0,0.0,41.0
zadig,26046,2,500000,349642,344069,91894,40.0,0.0,46.0
zadig,26046,3,1000,349639,14749,1096,16.0,0.0,21.0
zadig,26046,3,10000,349639,147433,11047,28.0,0.0,32.0
zadig,26046,3,100000,349639,164234,12344,28.0,0.0,33.0
zadig,26046,3,500000,349639,4344,333,16.0,0.0,20.0
zadig,26046,4,1000,349638,14732,1011,16.0,0.0,21.0
zadig,26046,4,10000,349638,147380,10158,28.0,0.0,34.0
zadig,26046,4,100000,349638,867057,59697,88.0,0.0,97.0
zadig,26046,4,500000,349638,571631,39300,64.0,0.0,71.0
zadig,26046,5,1000,349638,14719,1001,16.0,0.0,19.0
zadig,26046,5,10000,349638,147411,10023,32.0,0.0,35.0
zadig,26046,5,100000,349638,42154,2870,20.0,0.0,23.0
zadig,26046,5,500000,349638,205284,13982,36.0,0.0,40.0
zadig,26046,6,1000,349638,14735,1000,20.0,0.0,23.0
zadig,26046,6,10000,349638,91031,6180,20.0,8.0,32.0
zadig,26046,6,100000,349638,104587,7102,28.0,0.0,33.0
zadig,26046,6,500000,349638,84253,5719,24.0,0.0,28.0
zadig,26046,7,1000,349638,14735,1000,16.0,0.0,21.0
zadig,26046,7,10000,349638,91016,6176,28.0,0.0,29.0
zadig,26046,7,100000,349638,91016,6176,32.0,0.0,35.0
zadig,26046,7,500000,349638,91016,6176,24.0,0.0,28.0
don-quixote,404461,2,1000,7024485,18717,64204,300.0,4.0,307.0
don-quixote,404461,2,10000,7024485,187089,759638,332.0,12.0,347.0
don-quixote,404461,2,100000,7024485,1871530,7347446,732.0,12.0,757.0
don-quixote,404461,2,500000,7024485,9237344,36389940,2484.0,12.0,2547.0
don-quixote,404461,3,1000,7024519,18719,3238,328.0,0.0,329.0
don-quixote,404461,3,10000,7024519,187088,32258,340.0,4.0,347.0
don-quixote,404461,3,100000,7024519,1870359,334795,504.0,4.0,519.0
don-quixote,404461,3,500000,7024519,9067605,1625590,1192.0,20.0,1237.0
don-quixote,404461,4,1000,7024518,18697,1348,332.0,0.0,333.0
don-quixote,404461,4,10000,7024518,187083,12905,344.0,4.0,350.0
don-quixote,404461,4,100000,7024518,1870513,129192,512.0,0.0,521.0
don-quixote,404461,4,500000,7024518,384632,26726,360.0,0.0,365.0
don-quixote,404461,5,1000,7024519,18717,1073,324.0,4.0,331.0
don-quixote,404461,5,10000,7024519,186941,10606,336.0,12.0,352.0
don-quixote,404461,5,100000,7024519,1870423,105189,512.0,4.0,527.0
don-quixote,404461,5,500000,7024519,1219470,69448,452.0,0.0,460.0
don-quixote,404461,6,1000,7024520,18696,1007,328.0,0.0,330.0
don-quixote,404461,6,10000,7024520,187010,10133,344.0,0.0,347.0
don-quixote,404461,6,100000,7024520,705820,38392,396.0,4.0,407.0
don-quixote,404461,6,500000,7024520,6995758,380263,1068.0,0.0,1100.0
don-quixote,404461,7,1000,7024521,18698,1002,316.0,8.0,328.0
don-quixote,404461,7,10000,7024521,187018,10067,348.0,4.0,355.0
don-quixote,404461,7,100000,7024521,1870439,100823,544.0,0.0,550.0
don-quixote,404461,7,500000,7024521,1078824,58154,448.0,0.0,454.0
madame-bovary,112972,2,1000,1796267,16869,13447,80.0,0.0,83.0
madame-bovary,112972,2,10000,1796267,168683,128192,96.0,0.0,98.0
madame-bovary,112972,2,100000,1796267,1686451,1226191,236.0,0.0,243.0
madame-bovary,112972,2,500000,1796267,698239,523315,148.0,0.0,154.0
madame-bovary,112972,3,1000,1796277,16874,1343,80.0,0.0,83.0
madame-bovary,112972,3,10000,1796277,168679,13040,92.0,0.0,98.0
madame-bovary,112972,3,100000,1796277,196634,17008,100.0,0.0,102.0
madame-bovary,112972,3,500000,1796277,506967,39807,124.0,0.0,127.0
madame-bovary,112972,4,1000,1796279,16863,1037,76.0,4.0,83.0
madame-bovary,112972,4,10000,1796279,168581,10246,96.0,0.0,97.0
madame-bovary,112972,4,100000,1796279,509332,32634,124.0,0.0,127.0
madame-bovary,112972,4,500000,1796279,485361,30648,124.0,0.0,129.0
madame-bovary,112972,5,1000,1796279,16856,1001,80.0,4.0,87.0
madame-bovary,112972,5,10000,1796279,168656,10071,96.0,0.0,98.0
madame-bovary,112972,5,100000,1796279,1510904,90619,220.0,0.0,228.0
madame-bovary,112972,5,500000,1796279,336595,20141,112.0,0.0,115.0
madame-bovary,112972,6,1000,1796279,16856,1000,80.0,0.0,83.0
madame-bovary,112972,6,10000,1796279,168685,10016,92.0,4.0,101.0
madame-bovary,112972,6,100000,1796279,1686507,100080,244.0,0.0,256.0
madame-bovary,112972,6,500000,1796279,390708,23323,116.0,4.0,124.0
madame-bovary,112972,7,1000,1796279,16856,1000,80.0,0.0,84.0
madame-bovary,112972,7,10000,1796279,168693,10000,96.0,0.0,100.0
madame-bovary,112972,7,100000,1796279,384488,22829,120.0,0.0,125.0
madame-bovary,112972,7,500000,1796279,755584,44872,160.0,0.0,165.0
zadig,26046,2,1000,349642,14748,3893,16.0,0.0,20.0
zadig,26046,2,10000,349642,147357,38043,28.0,0.0,31.0
zadig,26046,2,100000,349642,285034,79668,40.0,0.0,45.0
zadig,26046,2,500000,349642,344069,91894,40.0,0.0,46.0
zadig,26046,3,1000,349639,14749,1096,16.0,4.0,22.0
zadig,26046,3,10000,349639,147433,11047,28.0,0.0,31.0
zadig,26046,3,100000,349639,164234,12344,28.0,0.0,33.0
zadig,26046,3,500000,349639,166409,12525,32.0,0.0,36.0
zadig,26046,4,1000,349638,14732,1011,20.0,0.0,21.0
zadig,26046,4,10000,349638,147380,10158,32.0,0.0,37.0
zadig,26046,4,100000,349638,867057,59697,92.0,0.0,99.0
zadig,26046,4,500000,349638,571631,39300,64.0,0.0,72.0
zadig,26046,5,1000,349638,14719,1001,16.0,0.0,21.0
zadig,26046,5,10000,349638,147411,10023,32.0,0.0,33.0
zadig,26046,5,100000,349638,42154,2870,20.0,0.0,23.0
zadig,26046,5,500000,349638,205284,13982,36.0,0.0,41.0
zadig,26046,6,1000,349638,14735,1000,20.0,0.0,21.0
zadig,26046,6,10000,349638,91031,6180,28.0,0.0,31.0
zadig,26046,6,100000,349638,104587,7102,24.0,4.0,31.0
zadig,26046,6,500000,349638,84253,5719,24.0,0.0,29.0
zadig,26046,7,1000,349638,14735,1000,12.0,4.0,19.0
zadig,26046,7,10000,349638,91016,6176,28.0,0.0,30.0
zadig,26046,7,100000,349638,91016,6176,28.0,0.0,29.0
zadig,26046,7,500000,349638,91016,6176,28.0,0.0,31.0
don-quixote,404461,2,1000,7024485,18717,64204,292.0,16.0,309.0
don-quixote,404461,2,10000,7024485,187089,759638,344.0,0.0,348.0
don-quixote,404461,2,100000,7024485,1871298,7282932,740.0,4.0,754.0
don-quixote,404461,2,500000,7024485,1567686,6209763,676.0,0.0,686.0
don-quixote,404461,3,1000,7024519,18696,3287,320.0,0.0,323.0
don-quixote,404461,3,10000,7024519,186928,33305,340.0,0.0,343.0
don-quixote,404461,3,100000,7024519,1870388,332879,500.0,4.0,513.0
don-quixote,404461,3,500000,7024519,3032950,543356,620.0,0.0,636.0
don-quixote,404461,4,1000,7024518,18697,1348,324.0,4.0,329.0
don-quixote,404461,4,10000,7024518,187083,12905,340.0,4.0,345.0
don-quixote,404461,4,100000,7024518,1870545,129119,508.0,4.0,520.0
don-quixote,404461,4,500000,7024518,4299546,297178,736.0,12.0,765.0
don-quixote,404461,5,1000,7024519,18685,1046,324.0,0.0,328.0
don-quixote,404461,5,10000,7024519,186941,10606,340.0,4.0,348.0
don-quixote,404461,5,100000,7024519,1870296,106026,516.0,0.0,522.0
don-quixote,404461,5,500000,7024519,1219470,69448,452.0,0.0,456.0
don-quixote,404461,6,1000,7024520,18696,1007,324.0,4.0,331.0
don-quixote,404461,6,10000,7024520,187010,10133,344.0,0.0,348.0
don-quixote,404461,6,100000,7024520,705820,38392,396.0,4.0,406.0
don-quixote,404461,6,500000,7024520,3623992,196685,708.0,4.0,729.0
don-quixote,404461,7,1000,7024521,18698,1002,324.0,4.0,329.0
don-quixote,404461,7,10000,7024521,187018,10067,360.0,0.0,362.0
don-quixote,404461,7,100000,7024521,1870420,100656,532.0,8.0,545.0
don-quixote,404461,7,500000,7024521,1078824,58154,448.0,0.0,453.0
madame-bovary,112972,2,1000,1796267,16839,11577,80.0,0.0,83.0
madame-bovary,112972,2,10000,1796267,168683,128192,96.0,0.0,98.0
madame-bovary,112972,2,100000,1796267,1686451,1226191,236.0,4.0,248.0
madame-bovary,112972,2,500000,1796267,738003,536826,152.0,0.0,157.0
madame-bovary,112972,3,1000,1796277,16874,1343,84.0,0.0,87.0
madame-bovary,112972,3,10000,1796277,168679,13040,96.0,0.0,97.0
madame-bovary,112972,3,100000,1796277,196634,17008,96.0,0.0,98.0
madame-bovary,112972,3,500000,1796277,506967,39807,120.0,0.0,124.0
madame-bovary,112972,4,1000,1796279,16863,1037,84.0,0.0,88.0
madame-bovary,112972,4,10000,1796279,168581,10246,88.0,8.0,98.0
madame-bovary,112972,4,100000,1796279,509332,32634,124.0,0.0,127.0
madame-bovary,112972,4,500000,1796279,485361,30648,124.0,0.0,130.0
madame-bovary,112972,5,1000,1796279,16856,1001,84.0,0.0,85.0
madame-bovary,112972,5,10000,1796279,168656,10071,96.0,0.0,98.0
madame-bovary,112972,5,100000,1796279,1510904,90619,220.0,0.0,226.0
madame-bovary,112972,5,500000,1796279,336595,20141,116.0,0.0,119.0
madame-bovary,112972,6,1000,1796279,16856,1000,84.0,0.0,88.0
madame-bovary,112972,6,10000,1796279,168685,10016,96.0,0.0,101.0
madame-bovary,112972,6,100000,1796279,1686507,100080,248.0,0.0,260.0
madame-bovary,112972,6,500000,1796279,390708,23323,116.0,0.0,124.0
madame-bovary,112972,7,1000,1796279,16856,1000,84.0,0.0,85.0
madame-bovary,112972,7,10000,1796279,168693,10000,96.0,0.0,100.0
madame-bovary,112972,7,100000,1796279,384488,22829,120.0,0.0,124.0
madame-bovary,112972,7,500000,1796279,755584,44872,160.0,0.0,167.0
zadig,26046,2,1000,349642,14748,3893,20.0,0.0,22.0
zadig,26046,2,10000,349642,147357,38043,28.0,0.0,33.0
zadig,26046,2,100000,349642,285034,79668,36.0,0.0,41.0
zadig,26046,2,500000,349642,344069,91894,40.0,0.0,48.0
zadig,26046,3,1000,349639,14749,1096,20.0,0.0,25.0
zadig,26046,3,10000,349639,147433,11047,28.0,0.0,30.0
zadig,26046,3,100000,349639,164234,12344,28.0,0.0,32.0
zadig,26046,3,500000,349639,166409,12525,28.0,0.0,33.0
zadig,26046,4,1000,349638,14732,1011,16.0,0.0,21.0
zadig,26046,4,10000,349638,147380,10158,28.0,0.0,32.0
zadig,26046,4,100000,349638,867057,59697,92.0,0.0,99.0
zadig,26046,4,500000,349638,571631,39300,68.0,0.0,73.0
zadig,26046,5,1000,349638,14719,1001,20.0,0.0,21.0
zadig,26046,5,10000,349638,147411,10023,36.0,0.0,41.0
zadig,26046,5,100000,349638,42154,2870,20.0,0.0,23.0
zadig,26046,5,500000,349638,205284,13982,36.0,0.0,42.0
zadig,26046,6,1000,349638,14735,1000,16.0,4.0,21.0
zadig,26046,6,10000,349638,91031,6180,24.0,0.0,28.0
zadig,26046,6,100000,349638,104587,7102,28.0,0.0,33.0
zadig,26046,6,500000,349638,84253,5719,24.0,0.0,28.0
zadig,26046,7,1000,349638,14735,1000,16.0,0.0,20.0
zadig,26046,7,10000,349638,91016,6176,20.0,4.0,29.0
zadig,26046,7,100000,349638,91016,6176,24.0,4.0,31.0
zadig,26046,7,500000,349638,91016,6176,28.0,0.0,32.0
don-quixote,404461,2,1000,7024485,18717,64204,308.0,0.0,310.0
don-quixote,404461,2,10000,7024485,187089,759638,340.0,4.0,346.0
don-quixote,404461,2,100000,7024485,1871298,7282932,740.0,4.0,753.0
don-quixote,404461,2,500000,7024485,1567686,6209763,676.0,4.0,688.0
don-quixote,404461,3,1000,7024519,18696,3287,324.0,0.0,328.0
don-quixote,404461,3,10000,7024519,186928,33305,344.0,0.0,346.0
don-quixote,404461,3,100000,7024519,1870388,332879,508.0,0.0,517.0
don-quixote,404461,3,500000,7024519,3032950,543356,616.0,4.0,634.0
don-quixote,404461,4,1000,7024518,18697,1348,324.0,0.0,327.0
don-quixote,404461,4,10000,7024518,187100,12287,340.0,8.0,350.0
don-quixote,404461,4,100000,7024518,1870545,129119,500.0,8.0,519.0
don-quixote,404461,4,500000,7024518,4299546,297178,740.0,0.0,757.0
don-quixote,404461,5,1000,7024519,18685,1046,324.0,4.0,330.0
don-quixote,404461,5,10000,7024519,187056,10497,344.0,0.0,346.0
don-quixote,404461,5,100000,7024519,1870296,106026,516.0,0.0,523.0
don-quixote,404461,5,500000,7024519,9351803,530265,1268.0,12.0,1318.0
don-quixote,404461,6,1000,7024520,18696,1007,328.0,0.0,330.0
don-quixote,404461,6,10000,7024520,187010,10133,344.0,0.0,346.0
don-quixote,404461,6,100000,7024520,705820,38392,404.0,0.0,409.0
don-quixote,404461,6,500000,7024520,5047800,274140,864.0,4.0,890.0
don-quixote,404461,7,1000,7024521,18698,1002,324.0,0.0,328.0
don-quixote,404461,7,10000,7024521,187070,10080,352.0,0.0,356.0
don-quixote,404461,7,100000,7024521,1870420,100656,536.0,0.0,543.0
don-quixote,404461,7,500000,7024521,1979851,106637,544.0,4.0,556.0
madame-bovary,112972,2,1000,1796267,16839,11577,84.0,0.0,85.0
madame-bovary,112972,2,10000,1796267,168683,128192,92.0,4.0,100.0
madame-bovary,112972,2,100000,1796267,1686451,1226191,236.0,0.0,248.0
madame-bovary,112972,2,500000,1796267,738003,536826,144.0,4.0,155.0
madame-bovary,112972,3,1000,1796277,16874,1343,80.0,0.0,84.0
madame-bovary,112972,3,10000,1796277,168679,13040,92.0,0.0,96.0
madame-bovary,112972,3,100000,1796277,196634,17008,100.0,0.0,102.0
madame-bovary,112972,3,500000,1796277,506967,39807,120.0,0.0,124.0
madame-bovary,112972,4,1000,1796279,16863,1037,80.0,4.0,85.0
madame-bovary,112972,4,10000,1796279,168581,10246,96.0,4.0,102.0
madame-bovary,112972,4,100000,1796279,641195,39221,132.0,4.0,144.0
madame-bovary,112972,4,500000,1796279,485361,30648,120.0,4.0,126.0
madame-bovary,112972,5,1000,1796279,16856,1001,80.0,4.0,85.0
madame-bovary,112972,5,10000,1796279,168656,10071,96.0,0.0,101.0
madame-bovary,112972,5,100000,1796279,536721,32514,128.0,0.0,135.0
madame-bovary,112972,5,500000,1796279,595214,35741,132.0,4.0,139.0
madame-bovary,112972,6,1000,1796279,16856,1000,80.0,4.0,88.0
madame-bovary,112972,6,10000,1796279,168685,10016,96.0,0.0,102.0
madame-bovary,112972,6,100000,1796279,1686436,100053,248.0,0.0,254.0
madame-bovary,112972,6,500000,1796279,390708,23323,120.0,0.0,124.0
madame-bovary,112972,7,1000,1796279,16856,1000,84.0,0.0,88.0
madame-bovary,112972,7,10000,1796279,168693,10000,96.0,0.0,99.0
madame-bovary,112972,7,100000,1796279,384488,22829,120.0,0.0,124.0
madame-bovary,112972,7,500000,1796279,755584,44872,160.0,0.0,167.0
zadig,26046,2,1000,349642,14748,3893,20.0,0.0,24.0
zadig,26046,2,10000,349642,147357,38043,28.0,0.0,32.0
zadig,26046,2,100000,349642,285034,79668,32.0,4.0,41.0
zadig,26046,2,500000,349642,344069,91894,40.0,0.0,46.0
zadig,26046,3,1000,349639,14749,1096,16.0,0.0,20.0
zadig,26046,3,10000,349639,147433,11047,28.0,0.0,32.0
zadig,26046,3,100000,349639,164234,12344,32.0,0.0,37.0
zadig,26046,3,500000,349639,166409,12525,32.0,0.0,35.0
zadig,26046,4,1000,349638,14732,1011,16.0,0.0,19.0
zadig,26046,4,10000,349638,147380,10158,28.0,0.0,33.0
zadig,26046,4,100000,349638,279659,19256,40.0,0.0,47.0
zadig,26046,4,500000,349638,571631,39300,64.0,0.0,71.0
zadig,26046,5,1000,349638,14719,1001,20.0,0.0,23.0
zadig,26046,5,10000,349638,147411,10023,28.0,0.0,33.0
zadig,26046,5,100000,349638,42154,2870,20.0,4.0,28.0
zadig,26046,5,500000,349638,205284,13982,36.0,0.0,38.0
zadig,26046,6,1000,349638,14735,1000,20.0,0.0,23.0
zadig,26046,6,10000,349638,91031,6180,24.0,0.0,28.0
zadig,26046,6,100000,349638,104587,7102,28.0,0.0,32.0
zadig,26046,6,500000,349638,84253,5719,28.0,0.0,31.0
zadig,26046,7,1000,349638,14735,1000,20.0,0.0,21.0
zadig,26046,7,10000,349638,91016,6176,28.0,0.0,30.0
zadig,26046,7,100000,349638,91016,6176,28.0,0.0,30.0
zadig,26046,7,500000,349638,91016,6176,24.0,0.0,29.0
don-quixote,404461,2,1000,7024485,18716,59603,304.0,0.0,305.0
don-quixote,404461,2,10000,7024485,187072,710201,340.0,4.0,347.0
don-quixote,404461,2,100000,7024485,1871336,7329576,748.0,0.0,761.0
don-quixote,404461,2,500000,7024485,2975885,11510368,1012.0,0.0,1024.0
don-quixote,404461,3,1000,7024519,18696,3287,320.0,4.0,328.0
don-quixote,404461,3,10000,7024519,187032,37295,340.0,0.0,346.0
don-quixote,404461,3,100000,7024519,1870129,332511,508.0,0.0,518.0
don-quixote,404461,3,500000,7024519,3332985,601694,648.0,0.0,666.0
don-quixote,404461,4,1000,7024518,18695,1148,324.0,4.0,332.0
don-quixote,404461,4,10000,7024518,187100,12287,344.0,4.0,350.0
don-quixote,404461,4,100000,7024518,1870372,128971,508.0,0.0,518.0
don-quixote,404461,4,500000,7024518,7969117,552065,1092.0,20.0,1147.0
don-quixote,404461,5,1000,7024519,18691,1060,316.0,8.0,326.0
don-quixote,404461,5,10000,7024519,187056,10497,344.0,0.0,348.0
don-quixote,404461,5,100000,7024519,1194717,67625,448.0,0.0,454.0
don-quixote,404461,5,500000,7024519,3733477,210763,704.0,0.0,723.0
don-quixote,404461,6,1000,7024520,18696,1007,328.0,4.0,334.0
don-quixote,404461,6,10000,7024520,186996,10075,352.0,0.0,354.0
don-quixote,404461,6,100000,7024520,1870463,101590,524.0,0.0,532.0
don-quixote,404461,6,500000,7024520,5047800,274140,868.0,0.0,888.0
don-quixote,404461,7,1000,7024521,18698,1002,328.0,0.0,331.0
don-quixote,404461,7,10000,7024521,187070,10080,348.0,0.0,350.0
don-quixote,404461,7,100000,7024521,1870264,100972,536.0,4.0,547.0
don-quixote,404461,7,500000,7024521,1979851,106637,544.0,8.0,558.0
madame-bovary,112972,2,1000,1796267,16839,11577,80.0,0.0,81.0
madame-bovary,112972,2,10000,1796267,168683,128192,92.0,0.0,98.0
madame-bovary,112972,2,100000,1796267,1686447,1242114,236.0,0.0,249.0
madame-bovary,112972,2,500000,1796267,738003,536826,148.0,0.0,154.0
madame-bovary,112972,3,1000,1796277,16874,1343,80.0,0.0,84.0
madame-bovary,112972,3,10000,1796277,168679,13040,92.0,0.0,98.0
madame-bovary,112972,3,100000,1796277,196634,17008,96.0,0.0,99.0
madame-bovary,112972,3,500000,1796277,506967,39807,116.0,4.0,124.0
madame-bovary,112972,4,1000,1796279,16863,1037,84.0,4.0,96.0
madame-bovary,112972,4,10000,1796279,168581,10246,96.0,0.0,99.0
