bookname,n,k,m,count1,count2,count3,user,sys,real
madame-bovary,112972,6,500000,1796279,180067,10708,88.0,0.0,177.0
madame-bovary,112972,7,1000,1796279,16856,1000,72.0,0.0,89.0
madame-bovary,112972,7,10000,1796279,168693,10000,76.0,0.0,138.0
madame-bovary,112972,7,100000,1796279,1686306,100040,224.0,4.0,297.0
madame-bovary,112972,7,500000,1796279,1301618,77224,196.0,0.0,399.0
zadig,26046,2,1000,349642,14736,4088,16.0,0.0,28.0
zadig,26046,2,10000,349642,147398,40826,24.0,0.0,162.0
zadig,26046,2,100000,349642,252635,67640,32.0,0.0,85.0
zadig,26046,2,500000,349642,210576,57772,28.0,0.0,69.0
zadig,26046,3,1000,349639,14731,1090,16.0,0.0,34.0
zadig,26046,3,10000,349639,147414,11014,24.0,0.0,70.0
zadig,26046,3,100000,349639,309012,23408,32.0,4.0,60.0
zadig,26046,3,500000,349639,258714,19450,32.0,0.0,178.0
zadig,26046,4,1000,349638,14713,1012,12.0,4.0,29.0
zadig,26046,4,10000,349638,50963,3502,20.0,0.0,204.0
zadig,26046,4,100000,349638,195241,13446,28.0,0.0,53.0
zadig,26046,4,500000,349638,173715,11948,28.0,0.0,70.0
zadig,26046,5,1000,349638,14735,1001,16.0,0.0,522.0
zadig,26046,5,10000,349638,98822,6738,24.0,0.0,49.0
zadig,26046,5,100000,349638,265184,18080,36.0,0.0,94.0
zadig,26046,5,500000,349638,304609,20766,32.0,4.0,91.0
zadig,26046,6,1000,349638,14735,1000,16.0,0.0,57.0
zadig,26046,6,10000,349638,84253,5719,20.0,0.0,33.0
zadig,26046,6,100000,349638,84253,5719,20.0,4.0,68.0
zadig,26046,6,500000,349638,1334571,90730,116.0,0.0,314.0
zadig,26046,7,1000,349638,14735,1000,16.0,0.0,416.0
zadig,26046,7,10000,349638,91016,6176,20.0,0.0,63.0
zadig,26046,7,100000,349638,91016,6176,20.0,16.0,102.0
zadig,26046,7,500000,349638,446425,30306,48.0,4.0,153.0
don-quixote,404461,2,1000,7024485,18730,58923,224.0,0.0,553.0
don-quixote,404461,2,10000,7024485,187103,687822,312.0,16.0,730.0
don-quixote,404461,2,100000,7024485,1005584,4039495,556.0,24.0,5035.0
don-quixote,404461,2,500000,7024485,9355970,36912713,2996.0,124.0,10150.0
don-quixote,404461,3,1000,7024519,18720,3303,288.0,4.0,832.0
don-quixote,404461,3,10000,7024519,186955,33184,308.0,4.0,981.0
don-quixote,404461,3,100000,7024519,1870430,337244,432.0,16.0,1410.0
don-quixote,404461,3,500000,7024519,9351024,1682811,1368.0,28.0,3798.0
don-quixote,404461,4,1000,7024518,18721,1190,268.0,20.0,466.0
don-quixote,404461,4,10000,7024518,187081,13243,308.0,4.0,862.0
don-quixote,404461,4,100000,7024518,1870499,128534,452.0,52.0,1812.0
don-quixote,404461,4,500000,7024518,6738756,462279,964.0,48.0,3001.0
don-quixote,404461,5,1000,7024519,18695,1039,288.0,16.0,336.0
don-quixote,404461,5,10000,7024519,187050,10508,312.0,20.0,1064.0
don-quixote,404461,5,100000,7024519,1870548,105588,468.0,20.0,1598.0
don-quixote,404461,5,500000,7024519,9351774,527311,1200.0,64.0,4728.0
don-quixote,404461,6,1000,7024520,18698,1003,312.0,12.0,2438.0
don-quixote,404461,6,10000,7024520,187007,10194,304.0,4.0,523.0
don-quixote,404461,6,100000,7024520,1870159,101523,464.0,20.0,1916.0
don-quixote,404461,6,500000,7024520,6672763,362192,924.0,48.0,2241.0
don-quixote,404461,7,1000,7024521,18695,1003,304.0,16.0,510.0
don-quixote,404461,7,10000,7024521,187053,10153,304.0,12.0,401.0
don-quixote,404461,7,100000,7024521,1870777,100588,472.0,4.0,851.0
don-quixote,404461,7,500000,7024521,8860783,477656,1280.0,64.0,3232.0
madame-bovary,112972,2,1000,1796267,16870,15032,72.0,0.0,112.0
madame-bovary,112972,2,10000,1796267,168609,124513,88.0,4.0,133.0
madame-bovary,112972,2,100000,1796267,1144805,823724,188.0,0.0,368.0
madame-bovary,112972,2,500000,1796267,876002,616534,152.0,4.0,277.0
madame-bovary,112972,3,1000,1796277,16860,1220,72.0,0.0,112.0
madame-bovary,112972,3,10000,1796277,168582,12836,88.0,4.0,158.0
madame-bovary,112972,3,100000,1796277,1686349,129419,212.0,0.0,546.0
madame-bovary,112972,3,500000,1796277,604704,48804,120.0,4.0,478.0
madame-bovary,112972,4,1000,1796279,16879,1035,76.0,0.0,93.0
madame-bovary,112972,4,10000,1796279,168652,10372,84.0,0.0,136.0
madame-bovary,112972,4,100000,1796279,154761,9793,84.0,0.0,137.0
madame-bovary,112972,4,500000,1796279,773662,48253,136.0,0.0,296.0
madame-bovary,112972,5,1000,1796279,16857,1001,64.0,4.0,107.0
madame-bovary,112972,5,10000,1796279,168673,10045,80.0,8.0,444.0
madame-bovary,112972,5,100000,1796279,1686598,100423,216.0,8.0,450.0
madame-bovary,112972,5,500000,1796279,575411,34382,108.0,12.0,211.0
madame-bovary,112972,6,1000,1796279,16856,1000,76.0,0.0,112.0
madame-bovary,112972,6,10000,1796279,168664,10019,84.0,4.0,151.0
madame-bovary,112972,6,100000,1796279,172589,10268,88.0,0.0,227.0
madame-bovary,112972,6,500000,1796279,180067,10708,80.0,12.0,149.0
madame-bovary,112972,7,1000,1796279,16856,1000,64.0,8.0,109.0
madame-bovary,112972,7,10000,1796279,168693,10000,88.0,0.0,343.0
madame-bovary,112972,7,100000,1796279,1686353,100028,220.0,0.0,384.0
madame-bovary,112972,7,500000,1796279,1301618,77224,184.0,4.0,321.0
zadig,26046,2,1000,349642,14736,4088,16.0,0.0,33.0
zadig,26046,2,10000,349642,147398,40826,24.0,0.0,39.0
zadig,26046,2,100000,349642,252635,67640,40.0,0.0,121.0
zadig,26046,2,500000,349642,242631,65630,32.0,0.0,67.0
zadig,26046,3,1000,349639,14731,1090,16.0,0.0,634.0
zadig,26046,3,10000,349639,147414,11014,24.0,0.0,80.0
zadig,26046,3,100000,349639,309012,23408,32.0,4.0,110.0
zadig,26046,3,500000,349639,12706,983,16.0,0.0,35.0
zadig,26046,4,1000,349638,14713,1012,16.0,0.0,24.0
zadig,26046,4,10000,349638,50963,3502,12.0,4.0,33.0
zadig,26046,4,100000,349638,195241,13446,28.0,0.0,71.0
zadig,26046,4,500000,349638,173715,11948,24.0,0.0,57.0
zadig,26046,5,1000,349638,14735,1001,12.0,4.0,270.0
zadig,26046,5,10000,349638,98822,6738,24.0,0.0,61.0
zadig,26046,5,100000,349638,265184,18080,48.0,0.0,170.0
zadig,26046,5,500000,349638,304609,20766,32.0,4.0,75.0
zadig,26046,6,1000,349638,14735,1000,16.0,12.0,758.0
zadig,26046,6,10000,349638,84253,5719,28.0,0.0,1484.0
zadig,26046,6,100000,349638,84253,5719,20.0,0.0,51.0
zadig,26046,6,500000,349638,1334571,90730,120.0,0.0,420.0
zadig,26046,7,1000,349638,14735,1000,12.0,4.0,116.0
zadig,26046,7,10000,349638,91016,6176,20.0,0.0,481.0
zadig,26046,7,100000,349638,91016,6176,24.0,0.0,68.0
zadig,26046,7,500000,349638,446425,30306,48.0,0.0,144.0
don-quixote,404461,2,1000,7024485,18730,58923,232.0,0.0,568.0
don-quixote,404461,2,10000,7024485,187120,782658,328.0,4.0,668.0
don-quixote,404461,2,100000,7024485,1871386,7305632,784.0,16.0,1376.0
don-quixote,404461,2,500000,7024485,3699878,14589284,1304.0,60.0,3630.0
don-quixote,404461,3,1000,7024519,18720,3303,288.0,20.0,1680.0
don-quixote,404461,3,10000,7024519,186967,34189,328.0,16.0,1121.0
don-quixote,404461,3,100000,7024519,1870247,334668,456.0,48.0,1484.0
don-quixote,404461,3,500000,7024519,9351244,1695123,1204.0,20.0,3418.0
don-quixote,404461,4,1000,7024518,18701,1342,268.0,0.0,428.0
don-quixote,404461,4,10000,7024518,187087,12437,296.0,16.0,4298.0
don-quixote,404461,4,100000,7024518,1870666,130082,456.0,4.0,1621.0
don-quixote,404461,4,500000,7024518,5204089,359809,780.0,32.0,2104.0
don-quixote,404461,5,1000,7024519,18695,1039,304.0,4.0,2104.0
don-quixote,404461,5,10000,7024519,187070,10440,292.0,20.0,1550.0
don-quixote,404461,5,100000,7024519,1870313,106907,472.0,16.0,1295.0
don-quixote,404461,5,500000,7024519,9351557,527994,1192.0,68.0,8739.0
don-quixote,404461,6,1000,7024520,18698,1003,284.0,8.0,2758.0
don-quixote,404461,6,10000,7024520,187035,10383,320.0,36.0,1568.0
don-quixote,404461,6,100000,7024520,1870276,101486,492.0,28.0,2755.0
don-quixote,404461,6,500000,7024520,4006359,217500,692.0,16.0,2180.0
don-quixote,404461,7,1000,7024521,18695,1003,268.0,12.0,632.0
don-quixote,404461,7,10000,7024521,187011,10020,376.0,44.0,1963.0
don-quixote,404461,7,100000,7024521,1870189,100540,456.0,28.0,1086.0
don-quixote,404461,7,500000,7024521,9352306,503508,1344.0,72.0,3178.0
madame-bovary,112972,2,1000,1796267,16855,10086,72.0,0.0,129.0
madame-bovary,112972,2,10000,1796267,168669,125852,80.0,8.0,121.0
madame-bovary,112972,2,100000,1796267,1144805,823724,180.0,12.0,590.0
madame-bovary,112972,2,500000,1796267,876002,616534,152.0,12.0,1595.0
madame-bovary,112972,3,1000,1796277,16860,1220,72.0,0.0,205.0
madame-bovary,112972,3,10000,1796277,168582,12836,88.0,4.0,206.0
madame-bovary,112972,3,100000,1796277,1686349,129419,200.0,4.0,839.0
madame-bovary,112972,3,500000,1796277,604704,48804,124.0,8.0,268.0
madame-bovary,112972,4,1000,1796279,16879,1035,76.0,0.0,266.0
madame-bovary,112972,4,10000,1796279,168652,10372,92.0,0.0,172.0
madame-bovary,112972,4,100000,1796279,154761,9793,84.0,0.0,142.0
madame-bovary,112972,4,500000,1796279,773662,48253,132.0,12.0,248.0
madame-bovary,112972,5,1000,1796279,16857,1001,72.0,0.0,179.0
madame-bovary,112972,5,10000,1796279,168673,10045,84.0,4.0,176.0
madame-bovary,112972,5,100000,1796279,1686598,100423,212.0,8.0,506.0
madame-bovary,112972,5,500000,1796279,575411,34382,116.0,8.0,216.0
madame-bovary,112972,6,1000,1796279,16856,1000,68.0,4.0,102.0
madame-bovary,112972,6,10000,1796279,168664,10019,88.0,0.0,182.0
madame-bovary,112972,6,100000,1796279,185419,11036,84.0,4.0,150.0
madame-bovary,112972,6,500000,1796279,180067,10708,84.0,4.0,131.0
madame-bovary,112972,7,1000,1796279,16856,1000,72.0,0.0,104.0
